customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00387,Male,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,85.03,3911.38,No
C00388,Male,1,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.54,5513.64,Yes
C00389,Female,0,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,22.98,275.76,No
C00390,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,77.61,1164.15,No
C00391,Male,0,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.36,875.48,Yes
C00392,Male,0,No,No,47,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.99,2584.53,No
C00393,Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),54.22,2765.22,No
C00394,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.64,2095.76,No
C00395,Male,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.59,1041.93,No
C00396,Female,0,No,Yes,36,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,100.23,3608.28,No
C00397,Male,1,No,No,7,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),33.62,235.34,Yes
C00398,Male,0,No,Yes,71,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,70.67,5017.57,No
C00399,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),117.4,6574.4,No
C00400,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,76.15,76.15,No
C00401,Male,0,Yes,No,13,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,32.03,416.39,No
C00402,Female,1,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.56,950.04,No
C00403,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),113.0,4746.0,No
C00404,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),71.14,2632.18,No
C00405,Female,1,No,No,39,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),96.73,3772.47,Yes
C00406,Female,0,Yes,No,55,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,31.73,1745.15,Yes
C00407,Female,0,Yes,No,33,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,24.33,802.89,Yes
C00408,Female,0,No,Yes,15,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.12,991.8,No
C00409,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.77,4831.89,No
C00410,Male,0,Yes,Yes,18,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),28.09,505.62,No
C00411,Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),58.99,1415.76,Yes
C00412,Female,0,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,38.11,1600.62,No
C00413,Female,0,Yes,Yes,36,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,23.84,858.24,No
C00414,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,93.2,3821.2,No
C00415,Male,0,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),36.01,2160.6,No
C00416,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),33.02,2377.44,No
C00417,Female,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,23.81,71.43,Yes
C00418,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,101.15,3540.25,No
C00419,Female,0,No,Yes,44,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),56.21,2473.24,No
C00420,Female,0,No,No,47,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,64.07,3011.29,No
C00421,Female,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,102.93,5661.15,No
C00422,Male,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),38.54,115.62,No
C00423,Female,0,No,No,5,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,34.74,173.7,No
C00424,Female,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),86.47,2594.1,No
C00425,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,58.94,1886.08,No
C00426,Female,0,No,No,14,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,22.35,312.9,No
C00427,Female,0,No,No,2,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.74,77.48,Yes
C00428,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.58,3618.16,No
C00429,Male,1,No,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,114.36,686.16,No
C00430,Female,1,No,Yes,12,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,115.14,1381.68,Yes
C00431,Female,0,No,Yes,35,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,97.2,3402.0,No
C00432,Male,0,Yes,Yes,67,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,35.8,2398.6,No
C00433,Male,0,No,Yes,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,51.6,1083.6,Yes
C00434,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),90.11,1802.2,No
C00435,Male,0,No,No,54,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,26.27,1418.58,No
C00436,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,108.05,5834.7,No
C00437,Male,1,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),60.25,361.5,No
C00438,Male,0,No,Yes,68,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),22.7,1543.6,No
C00439,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,58.54,1873.28,No
C00440,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.77,1615.4,Yes
C00441,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.37,4014.91,No
C00442,Male,0,No,No,5,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,35.62,178.1,No
C00443,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.8,1130.8,No
C00444,Female,0,Yes,No,9,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),22.84,205.56,Yes
C00445,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,98.45,689.15,Yes
C00446,Male,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,106.98,4279.2,No
C00447,Male,0,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),33.11,1721.72,No
C00448,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,81.48,5133.24,Yes
C00449,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,62.38,873.32,No
C00450,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.13,4352.15,No
C00451,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,103.22,2167.62,Yes
C00452,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.65,4722.25,No
C00453,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,106.11,5623.83,No
C00454,Male,0,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),32.92,1975.2,No
C00455,Female,0,Yes,No,26,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),22.54,586.04,No
C00456,Female,0,Yes,No,52,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,37.19,1933.88,No
C00457,Male,1,Yes,No,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.74,2287.36,No
C00458,Male,0,No,No,60,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,21.53,1291.8,No
C00459,Female,1,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.68,6280.8,No
C00460,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),112.66,901.28,No
C00461,Female,0,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.54,4892.4,No
C00462,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,85.86,3777.84,No
C00463,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),96.13,4133.59,No
C00464,Female,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,116.96,1988.32,No
C00465,Male,0,No,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),39.41,433.51,No
C00466,Female,0,No,No,51,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),23.48,1197.48,Yes
C00467,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,68.55,548.4,Yes
C00468,Female,0,Yes,Yes,8,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),35.38,283.04,No
C00469,Female,0,No,No,50,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.21,1010.5,No
C00470,Female,0,No,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.2,1607.2,No
C00471,Male,1,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,105.91,1059.1,No
C00472,Female,1,Yes,No,13,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),31.65,411.45,No
C00473,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,53.06,583.66,Yes
C00474,Female,0,Yes,No,25,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),27.52,688.0,No
C00475,Female,0,No,No,22,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.48,560.56,No
C00476,Male,0,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),37.74,1924.74,No
C00477,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.18,2309.76,No
C00478,Female,0,No,Yes,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.04,1176.88,No
C00479,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.37,818.96,No
C00480,Female,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.93,2616.46,No
C00481,Male,0,No,Yes,2,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,22.63,45.26,No
C00482,Male,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),36.81,846.63,No
C00483,Female,0,No,Yes,61,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,34.87,2127.07,No
C00484,Female,0,Yes,No,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),33.78,776.94,No
C00485,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),82.31,658.48,Yes
C00486,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),111.7,558.5,No
C00487,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),106.0,6784.0,No
C00488,Female,0,Yes,No,46,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,32.32,1486.72,Yes
C00489,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,87.71,1140.23,No
C00490,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,52.47,3043.26,No
C00491,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,103.11,3505.74,No
C00492,Female,0,Yes,No,70,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,111.37,7795.9,No
C00493,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,34.44,137.76,No
C00494,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.41,3567.17,Yes
C00495,Female,0,Yes,No,38,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23.34,886.92,Yes
C00496,Female,0,No,No,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.76,539.92,No
C00497,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),89.3,5179.4,No
C00498,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),91.96,3126.64,No
C00499,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.88,1612.72,Yes
C00500,Male,0,No,No,30,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,39.64,1189.2,No
C00501,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,80.81,1535.39,Yes
C00502,Female,0,Yes,No,55,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.72,1359.6,No
C00503,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,119.88,5634.36,No
C00504,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.63,1608.71,No
C00505,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),78.69,1180.35,No
C00506,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,116.52,1048.68,No
C00507,Female,0,Yes,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,26.69,266.9,Yes
C00508,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,86.27,6038.9,No
C00509,Male,1,No,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,109.69,4606.98,No
C00510,Female,0,No,No,64,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),23.72,1518.08,No
C00511,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,99.42,497.1,No
C00512,Female,0,No,Yes,39,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,29.93,1167.27,No
C00513,Male,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),54.01,3780.7,No
C00514,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),102.6,5848.2,No
C00515,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,69.79,2093.7,Yes
C00516,Male,0,No,Yes,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.94,174.58,No
C00517,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),103.16,1650.56,No
C00518,Male,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.95,2681.8,No
C00519,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,74.21,4229.97,No
C00520,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,112.99,7909.3,Yes
C00521,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,58.96,1179.2,No
C00522,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,79.32,2062.32,No
C00523,Male,0,No,Yes,58,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),39.59,2296.22,Yes
C00524,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,89.57,3314.09,No
C00525,Male,1,No,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,74.47,893.64,Yes
C00526,Male,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.26,5389.68,Yes
C00527,Female,0,Yes,No,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.47,1005.51,Yes
C00528,Male,1,No,Yes,58,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,1789.3,No
C00529,Female,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.52,1716.4,No
C00530,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),116.2,581.0,No
C00531,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),78.82,1261.12,No
C00532,Male,0,No,Yes,40,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.24,889.6,No
C00533,Female,1,Yes,Yes,63,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,84.81,5343.03,No
C00534,Male,1,No,Yes,26,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),73.12,1901.12,No
C00535,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.72,934.08,No
C00536,Female,1,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),31.16,810.16,No
C00537,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),113.65,340.95,No
C00538,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),76.04,456.24,No
C00539,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),104.29,4484.47,No
C00540,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,70.1,560.8,No
C00541,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),105.85,7621.2,No
C00542,Female,1,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),81.33,3415.86,No
C00543,Female,0,No,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.26,81.78,No
C00544,Male,0,No,No,33,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,31.96,1054.68,Yes
C00545,Female,0,Yes,No,32,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,95.8,3065.6,Yes
C00546,Male,0,No,No,70,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.36,2755.2,No
C00547,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.36,938.96,No
C00548,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.76,2115.96,No
C00549,Female,1,No,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.36,3620.24,Yes
C00550,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.35,6823.8,No
C00551,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,39.47,197.35,No
C00552,Female,0,Yes,Yes,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,22.21,1110.5,No
C00553,Male,1,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.51,7095.66,No
C00554,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,111.59,334.77,No
C00555,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,107.82,3018.96,Yes
C00556,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,113.38,5895.76,No
C00557,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.49,4587.93,No
C00558,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),109.06,1199.66,No
C00559,Female,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,22.13,354.08,No
C00560,Female,0,Yes,No,47,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,23.5,1104.5,No
C00561,Female,0,No,Yes,72,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),21.45,1544.4,Yes
C00562,Male,0,Yes,No,58,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),30.25,1754.5,No
C00563,Male,0,No,No,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.08,1486.56,No
C00564,Male,1,No,No,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,35.32,600.44,No
C00565,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),96.95,581.7,No
C00566,Male,0,No,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),29.21,1343.66,No
C00567,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),78.89,2761.15,No
C00568,Female,0,Yes,Yes,25,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),28.43,710.75,Yes
C00569,Female,1,No,Yes,22,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),110.08,2421.76,No
C00570,Female,1,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,98.95,4155.9,No
C00571,Male,1,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.14,5615.82,No
C00572,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,111.09,2110.71,Yes
C00573,Female,0,Yes,Yes,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.37,1303.57,No
C00574,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),82.81,2732.73,No
C00575,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,101.12,5966.08,No
C00576,Female,0,Yes,Yes,8,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),37.55,300.4,No
C00577,Female,0,No,No,55,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.63,1684.65,No
C00578,Female,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,1089.6,No
C00579,Female,1,Yes,Yes,21,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.45,1143.45,No
C00580,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,101.63,3353.79,No
C00581,Female,0,No,No,35,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),108.05,3781.75,No
C00582,Female,0,No,No,45,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.89,1525.05,Yes
C00583,Female,1,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,104.17,4791.82,No
